lat_centroid,lon_centroid,cluster_index,place_name,google_place_id,place_address,place_category,place_type,place_lat,place_lon,distance_to_centroid
39.92250919048968,116.36013396375374,39,Songshuang Department Store,ChIJrzw6ZFtS8DUR7JOiuc1eidM,"阜成门内大街甲284, Fu Cheng Men Nei Da Jie, Xicheng Qu",leisure,shopping_mall,39.9235829,116.3623361,222.52945071525795
39.92250919048968,116.36013396375374,39,福浽境街文化健身园,ChIJd3WGaERS8DURvR7ZJxfMKFg,"阜成门北顺城街, Xicheng Qu, Beijing Shi",sport,gym,39.925615,116.356636,456.33699016036
39.92236413725399,116.35253901688448,40,Be For Time Tea House,ChIJIassokFS8DURzlS7rNS-JZQ,"1-3 Nan Li Shi Lu, Xicheng Qu",restaurants,cafe,39.922812,116.352795,54.37442295093432
39.92236413725399,116.35253901688448,40,京城射箭馆,ChIJB9pb1ENS8DUR6UyNppeuBRg,"W9F3+4VP, Xicheng District",leisure,stadium,39.922831,116.354708,192.11102670364588
39.92236413725399,116.35253901688448,40,宝迪沃英派斯健身中心阜成门店,ChIJ9_TJYEFS8DURyaxmL_Vtqnk,"阜成门外大街,华联商厦内,万通新世界商城北侧, Xicheng Qu, Beijing Shi",sport,gym,39.92392399999999,116.354118,219.5793820807612
39.908431063993866,116.36822156292313,41,相约酒吧,ChIJWwG0yHxS8DURGz42pCWIAWQ,"复兴门内大街62号,与佟麟阁路交岔口以东约150米路南, Xicheng Qu, Beijing Shi",restaurants,bar,39.906876,116.368092,173.26825323266465
39.908431063993866,116.36822156292313,41,Cultural Palace of Nationalities,ChIJzdExImNS8DUR7fnnVC4MnAc,"49 Fu Xing Men Nei Da Jie, Xicheng Qu, Beijing Shi",leisure,tourist_attraction,39.90820900000001,116.369134,81.64925070738983
39.908431063993866,116.36822156292313,41,浩沙健身,ChIJ_XUn7mJS8DUR-xtl8zSDNgs,"19 Hua Yuan Jie, Xicheng Qu",sport,gym,39.9086209,116.370243,173.70457746722758
31.168712409946234,121.39412068682796,42,Gloria Jean's Coffees,ChIJXQWlkmBksjUR6Pn5qyW49Oc,"Hong Mei Lu, Xuhui Qu",restaurants,cafe,31.16949499999999,121.396291,224.07807869955232
31.168712409946234,121.39412068682796,42,Yinfa Wuyou Old Age Life Home,ChIJqUKBHmFksjURjQc8rKRBZys,"1658 Gu Mei Lu, Xuhui Qu",leisure,amusement_park,31.168072,121.395953,188.31668057149705
31.168712409946234,121.39412068682796,42,新兴网球沙龙,ChIJc12d1l9ksjURHOMu-sQr3us,"宜山路1101号, Xuhui Qu, Shanghai Shi",sport,gym,31.17064199999999,121.397402,378.8152653663917
31.17139794226256,121.3931038364106,43,山水茶楼,ChIJuQbDsWdksjURhgFgmWgx_pU,"莲花路1733号15F, Minhang Qu, Shanghai Shi",restaurants,cafe,31.170122,121.390556,280.8734800740354
31.17139794226256,121.3931038364106,43,联谊会,ChIJefBG_mZksjURzhDdUkvLzB8,"莲花路1728号, Minhang Qu, Shanghai Shi",leisure,night_club,31.169271,121.391609,275.9745083157728
31.17139794226256,121.3931038364106,43,新兴网球沙龙,ChIJc12d1l9ksjURHOMu-sQr3us,"宜山路1101号, Xuhui Qu, Shanghai Shi",sport,gym,31.17064199999999,121.397402,417.4830735238718
